patinho_feio_cpu_device prog_8bit
superwng_state superwng_sound_map
inderp_state maincpu_map
qvt201_state mem_map
pandoras_state pandoras_master_map
pandoras_state pandoras_slave_map
pandoras_state pandoras_sound_map
pandoras_state pandoras_i8039_map
pandoras_state pandoras_i8039_io_map
ksys573_state konami573_map
ksys573_state flashbank_map
ksys573_state konami573d_map
ksys573_state konami573a_map
ksys573_state fbaitbc_map
ksys573_state gunmania_map
att4425_state att4425_mem
att4425_state att4425_io
tempest_state main_map
hp9845_base_state global_mem_map
hp9845_base_state ppu_io_map
vp10x_state main_map
vp10x_state vp50_map
macs_state macs_mem
macs_state macs_io
dkong_state dkong_map
dkong_state dkongjr_map
dkong_state dkong3_map
dkong_state dkong3_io_map
dkong_state epos_readport
dkong_state s2650_map
dkong_state s2650_io_map
dkong_state s2650_data_map
chaknpop_state chaknpop_map
osbexec_state osbexec_mem
osbexec_state osbexec_io
argus_state argus_map
argus_state valtric_map
argus_state butasan_map
argus_state sound_map_a
argus_state sound_map_b
argus_state sound_portmap_1
argus_state sound_portmap_2
kncljoe_state main_map
kncljoe_state sound_map
kncljoe_state sound_portmap
gradius3_state gradius3_map
gradius3_state gradius3_map2
gradius3_state gradius3_s_map
astrocorp_state showhand_map
astrocorp_state showhanc_map
astrocorp_state skilldrp_map
astrocorp_state speeddrp_map
gts80_state gts80_map
epos_state epos_map
epos_state dealer_map
epos_state epos_io_map
epos_state dealer_io_map
ft68m_state mem_map
lcmate2_state lcmate2_mem
lcmate2_state lcmate2_io
supershot_state supershot_map
wico_state hcpu_map
wico_state ccpu_map
tmspoker_state tmspoker_map
tmspoker_state tmspoker_cru_map
enmirage_state mirage_map
bloodbro_state common_map
bloodbro_state bloodbro_map
bloodbro_state skysmash_map
bloodbro_state weststry_map
bloodbro_state weststry_sound_map
acommand_state acommand_map
superchs_state superchs_map
superchs_state superchs_cpub_map
superchs_state chase3_cpub_map
sage2_state sage2_mem
ssystem3_state ssystem3_map
tankbatt_state main_map
msbc1_state msbc1_mem
mz2500_state mz2500_map
mz2500_state mz2500_io
firetrap_state firetrap_base_map
firetrap_state firetrap_map
firetrap_state firetrap_bootleg_map
firetrap_state sound_map
ladyfrog_state ladyfrog_map
ladyfrog_state ladyfrog_sound_map
gunsmoke_state gunsmoke_map
gunsmoke_state sound_map
djboy_state cpu0_am
djboy_state cpu0_port_am
djboy_state cpu1_am
djboy_state cpu1_port_am
djboy_state cpu2_am
djboy_state cpu2_port_am
djboy_state djboy_mcu_io_map
age_candy_state age_candy_map
madalien_state main_map
madalien_state audio_map
jangou_state cpu0_map
jangou_state cpu0_io
jangou_state cpu1_map
jangou_state cpu1_io
jangou_state jngolady_cpu0_map
jangou_state jngolady_cpu1_map
jangou_state jngolady_cpu1_io
jangou_state nsc_map
jangou_state cntrygrl_cpu0_map
jangou_state cntrygrl_cpu0_io
jangou_state roylcrdn_cpu0_map
jangou_state roylcrdn_cpu0_io
battlex_state battlex_map
battlex_state io_map
battlex_state dodgeman_io_map
z88_state z88_mem
z88_state z88_io
rltennis_state rltennis_main
rltennis_state ramdac_map
ts816_state ts816_mem
ts816_state ts816_io
timetrv_state timetrv_map
timetrv_state timetrv_io
pmi80_state pmi80_mem
pmi80_state pmi80_io
xmen_state main_map
xmen_state sound_map
xmen_state _6p_main_map
mvme147_state mvme147_mem
sandscrp_state sandscrp
sandscrp_state sandscrp_soundmem
sandscrp_state sandscrp_soundport
shangkid_state chinhero_main_map
shangkid_state shangkid_main_map
shangkid_state chinhero_bbx_map
shangkid_state shangkid_bbx_map
shangkid_state chinhero_bbx_portmap
shangkid_state shangkid_bbx_portmap
shangkid_state chinhero_sound_map
shangkid_state shangkid_sound_map
shangkid_state sound_portmap
shangkid_state dynamski_map
shangkid_state dynamski_portmap
wyvernf0_state wyvernf0_map
wyvernf0_state sound_map
tank8_state tank8_cpu_map
blktiger_state blktiger_map
blktiger_state blktiger_io_map
blktiger_state blktigerbl_io_map
blktiger_state blktiger_sound_map
blktiger_state blktiger_mcu_map
blktiger_state blktiger_mcu_io_map
videopin_state main_map
juicebox_state juicebox_map
irobot_state irobot_map
nbmj8891_state gionbana_map
nbmj8891_state mgion_map
nbmj8891_state omotesnd_map
nbmj8891_state hanamomo_map
nbmj8891_state scandalm_map
nbmj8891_state club90s_map
nbmj8891_state lovehous_map
nbmj8891_state maiko_map
nbmj8891_state hnxmasev_map
nbmj8891_state hnageman_map
nbmj8891_state mmaiko_map
nbmj8891_state hanaoji_map
nbmj8891_state taiwanmb_map
nbmj8891_state gionbana_io_map
nbmj8891_state mgion_io_map
nbmj8891_state omotesnd_io_map
nbmj8891_state hanamomo_io_map
nbmj8891_state msjiken_io_map
nbmj8891_state scandal_io_map
nbmj8891_state scandalm_io_map
nbmj8891_state bananadr_io_map
nbmj8891_state lovehous_io_map
nbmj8891_state maiko_io_map
nbmj8891_state taiwanmb_io_map
xtheball_state main_map
interpro_state c300_insn_map
interpro_state c300_data_map
interpro_state c400_insn_map
interpro_state c400_data_map
interpro_state interpro_common_map
turquoise_state turquoise_base_map
turquoise_state turquoise_main_map
sapphire_state sapphire_base_map
sapphire_state sapphire_main_map
interpro_state turquoise_io_map
interpro_state sapphire_io_map
interpro_state interpro_boot_map
turquoise_state interpro_82586_map
sapphire_state interpro_82596_map
retofinv_state bootleg_map
retofinv_state main_map
retofinv_state sub_map
retofinv_state sound_map
homez80_state homez80_mem
homez80_state homez80_io
munchmo_state mnchmobl_map
munchmo_state sound_map
macp_state macp_map
macp_state macp0_map
macp_state macp_io
m107_state main_map
m107_state main_portmap
m107_state dsoccr94_io_map
m107_state wpksoc_map
m107_state wpksoc_io_map
m107_state sound_map
micro3d_state hostmem
micro3d_state vgbmem
micro3d_state drmath_prg
micro3d_state drmath_data
micro3d_state soundmem_prg
micro3d_state soundmem_io
oneshot_state oneshot_map
oneshot_state oneshot_sound_map
tutankhm_state main_map
aliens_state aliens_map
aliens_state bank0000_map
aliens_state aliens_sound_map
tekxp330_state cpu_map
tekxp330_state tms_map
tecmo16_state fstarfrc_map
tecmo16_state ginkun_map
tecmo16_state sound_map
arcadia_amiga_state overlay_512kb_map
arcadia_amiga_state a500_mem
arcadia_amiga_state arcadia_map
arcadia_amiga_state argh_map
d110_state d110_map
d110_state d110_io
onyx_state c8002_mem
onyx_state c8002_io
onyx_state submem
onyx_state subio
onyx_state c5000_mem
onyx_state c5000_io
quizpani_state quizpani_map
segasp_state segasp_map
segasp_state onchip_port
gaelco2_state mcu_hostmem_map
gaelco2_state maniacsq_map
gaelco2_state play2000_map
bang_state bang_map
gaelco2_state alighunt_map
gaelco2_state touchgo_map
gaelco2_state snowboar_map
wrally2_state wrally2_map
zac2650_state main_map
ginganin_state ginganin_map
ginganin_state sound_map
konamigq_state konamigq_map
konamigq_state konamigq_sound_map
konamigq_state konamigq_dasp_map
konamigq_state konamigq_k054539_map
bw12_state bw12_mem
bw12_state bw12_io
silkroad_state cpu_map
dwarfd_state mem_map
dwarfd_state pokeresp_map
dwarfd_state io_map
dwarfd_state qc_map
dwarfd_state qc_io_map
quasar_state quasar
quasar_state quasar_io
quasar_state quasar_data
quasar_state sound_map
quasar_state sound_portmap
sslam_state sslam_program_map
sslam_state powerbls_map
sslam_state sound_io_map
piratesh_state piratesh_map
h19_state mem_map
h19_state io_map
corona_state winner81_map
corona_state winner81_cpu_io_map
corona_state winner81_sound_map
corona_state winner81_sound_cpu_io_map
corona_state winner82_map
corona_state winner82_cpu_io_map
corona_state winner82_sound_map
corona_state winner82_sound_cpu_io_map
corona_state re800_map
corona_state re800_cpu_io_map
corona_state re800_sound_map
corona_state re800_sound_cpu_io_map
corona_state luckyrlt_map
corona_state luckyrlt_cpu_io_map
corona_state luckyrlt_sound_map
corona_state luckyrlt_sound_cpu_io_map
mekd2_state mekd2_mem
igs011_state drgnwrld
igs011_state drgnwrld_igs012
igs011_state lhb
igs011_state xymg
igs011_state wlcc
igs011_state lhb2
igs011_state nkishusp
igs011_state vbowl
igs011_state vbowlhk
pgm2_state pgm2_map
pgm2_state pgm2_rom_map
pgm2_state pgm2_ram_rom_map
pgm2_state pgm2_module_rom_map
momoko_state momoko_map
momoko_state momoko_sound_map
sdk85_state sdk85_mem
sdk85_state sdk85_io
triplhnt_state triplhnt_map
tsamurai_state main_map
tsamurai_state m660_map
tsamurai_state z80_io_map
tsamurai_state z80_m660_io_map
tsamurai_state vsgongf_audio_io_map
tsamurai_state sound1_map
tsamurai_state sound2_map
tsamurai_state sound1_m660_map
tsamurai_state sound2_m660_map
tsamurai_state sound3_m660_map
tsamurai_state sound3_m660_io_map
tsamurai_state vsgongf_map
tsamurai_state sound_vsgongf_map
altos486_state altos486_mem
altos486_state altos486_io
altos486_state altos486_z80_mem
altos486_state altos486_z80_io
mw18w_state mw18w_map
mw18w_state mw18w_portmap
vsnes_state vsnes_cpu1_map
vsnes_state vsnes_cpu2_map
vsnes_state vsnes_cpu1_bootleg_map
vsnes_state vsnes_bootleg_z80_map
runaway_state runaway_map
pm68k_state pm68k_mem
model3_state model3_10_mem
model3_state model3_mem
model3_state model3_snd
pyl601_state pyl601_mem
pcjr_state ibmpcjr_map
pcjr_state ibmpcjr_io
pcjr_state ibmpcjx_map
pcjr_state ibmpcjx_io
psikyosh_state ps3v1_map
psikyosh_state ps5_map
plan80_state plan80_mem
plan80_state plan80_io
taitotz_state ppc603e_mem
taitotz_state tlcs900h_mem
taitotz_state landhigh_tlcs900h_mem
accomm_state main_map
quickpick5_state quickpick5_main
esprit_state mem_map
esprit_state mem3_map
taitowlf_state taitowlf_map
taitowlf_state taitowlf_io
llc_state llc1_mem
llc_state llc1_io
llc_state llc2_mem
llc_state llc2_io
atvtrack_state atvtrack_main_map
atvtrack_state atvtrack_main_port
smashdrv_state smashdrv_main_map
smashdrv_state smashdrv_main_port
atvtrack_state atvtrack_sub_map
atvtrack_state atvtrack_sub_port
ron_state ron_map
ron_state ron_io
ron_state ron_audio_map
ron_state ron_audio_io
namcos2_state namcos2_68k_default_cpu_board_am
namcos2_state common_default_am
namcos2_state master_default_am
namcos2_state slave_default_am
namcos2_state common_finallap_am
namcos2_state master_finallap_am
namcos2_state slave_finallap_am
namcos2_state common_sgunner_am
namcos2_state master_sgunner_am
namcos2_state slave_sgunner_am
namcos2_state common_metlhawk_am
namcos2_state master_metlhawk_am
namcos2_state slave_metlhawk_am
namcos2_state common_luckywld_am
namcos2_state master_luckywld_am
namcos2_state slave_luckywld_am
namcos2_state sound_default_am
namcos2_state mcu_default_am
namcos2_state c68_default_am
pc_state pc8_map
pc_state zenith_map
pc_state pc16_map
pc_state pc8_io
pc_state pc16_io
pc_state ibm5550_io
pc_state epc_io
supertnk_state supertnk_map
supertnk_state supertnk_io_map
s8a_state s8a_main_map
s8a_state s8a_audio_map
mole_state mole_map
piggypas_state piggypas_map
piggypas_state piggypas_io
istellar_state z80_0_mem
istellar_state z80_1_mem
istellar_state z80_2_mem
istellar_state z80_0_io
istellar_state z80_1_io
istellar_state z80_2_io
homerun_state homerun_memmap
homerun_state homerun_iomap
sderby_state sderby_map
sderby_state sderbya_map
sderby_state luckboom_map
sderby_state spacewin_map
sderby_state shinygld_map
sderby_state roulette_map
vectrex_state vectrex_map
vectrex_state raaspec_map
ikki_state ikki_cpu1
ikki_state ikki_cpu2
tim011_state tim011_mem
tim011_state tim011_io
rollerg_state rollerg_map
rollerg_state rollerg_sound_map
tsispch_state i8086_mem
tsispch_state i8086_io
tsispch_state dsp_prg_map
tsispch_state dsp_data_map
angelkds_state main_map
angelkds_state decrypted_opcodes_map
angelkds_state main_portmap
angelkds_state sub_map
angelkds_state sub_portmap
nevada_state nevada_map
tm990189_state tm990_189_memmap
tm990189_state tm990_189_v_memmap
tm990189_state tm990_189_cru_map
m79152pc_state mem_map
m79152pc_state io_map
hideseek_state mem_map
cc40_state main_map
dai3wksi_state main_map
gameplan_state cpu_map
littlerb_state littlerb_main
turrett_state cpu_map
turrett_state turrett_sound_map
mits680b_state mem_map
speedbal_state main_cpu_map
speedbal_state main_cpu_io_map
speedbal_state sound_cpu_map
speedbal_state sound_cpu_io_map
goodejan_state goodejan_map
goodejan_state common_io_map
goodejan_state totmejan_io_map
goodejan_state goodejan_io_map
pasogo_state emsbank_map
pasogo_state pasogo_mem
pasogo_state pasogo_io
neptunp2_state neptunp2_map
neptunp2_state neptunp2_io
voyager_state voyager_map
voyager_state voyager_io
k8915_state mem_map
k8915_state io_map
vastar_state main_map
vastar_state main_port_map
vastar_state cpu2_map
vastar_state cpu2_port_map
gpworld_state mainmem
gpworld_state mainport
m20_state m20_program_mem
m20_state m20_data_mem
m20_state m20_io
summit_state mainmap
metlclsh_state metlclsh_master_map
metlclsh_state metlclsh_slave_map
pyson_state ps2_map
ms6102_state ms6102_mem
ms6102_state ms6102_io
deco_ld_state rblaster_map
deco_ld_state rblaster_sound_map
mtech_state megatech_bios_map
mtech_state megatech_bios_portmap
hornet_state hornet_map
hornet_state sound_memmap
hornet_state gn680_memmap
hornet_state sharc0_map
hornet_state sharc1_map
blitz68k_state ilpag_map
blitz68k_state steaser_map
blitz68k_state bankrob_map
blitz68k_state bankroba_map
blitz68k_state cjffruit_map
blitz68k_state deucesw2_map
blitz68k_state dualgame_map
blitz68k_state hermit_map
blitz68k_state maxidbl_map
blitz68k_state ramdac_map
ngp_state ngp_mem
ngp_state z80_mem
ngp_state z80_io
spdodgeb_state spdodgeb_map
spdodgeb_state spdodgeb_sound_map
captaven_state captaven_map
fghthist_state fghthist_map
fghthist_state fghthsta_memmap
dragngun_state dragngun_map
dragngun_state lockloadu_map
dragngun_state lockload_map
nslasher_state tattass_map
nslasher_state nslasher_map
deco32_state h6280_sound_map
deco32_state h6280_sound_custom_latch_map
deco32_state z80_sound_mem
deco32_state z80_sound_io
chesstrv_state chesstrv_mem
chesstrv_state chesstrv_io
chesstrv_state borisdpl_io
mrdo_state main_map
vsmilpro_state vsmilpro_map
igs017_state iqblocka_map
igs017_state decrypted_opcodes_map
igs017_state iqblocka_io
igs017_state mgcs
igs017_state sdmg2
igs017_state mgdha_map
igs017_state tjsb_map
igs017_state tjsb_io
igs017_state spkrform_map
igs017_state spkrform_io
igs017_state lhzb2
igs017_state lhzb2a
igs017_state slqz2
pcw_state pcw_map
pcw_state pcw_io
pcw_state pcw9512_io
drtomy_state drtomy_map
psx1_state psx_map
psx1_state subcpu_map
tek4107a_state tek4107a_mem
tek4107a_state tek4107a_io
overdriv_state overdriv_master_map
overdriv_state overdriv_slave_map
overdriv_state overdriv_sound_map
overdriv_state overdriv_k053260_map
cb2001_state cb2001_map
cb2001_state cb2001_io
fc100_state fc100_mem
fc100_state fc100_io
malzak_state malzak_map
malzak_state malzak2_map
malzak_state malzak_io_map
malzak_state malzak_data_map
rcorsair_state rcorsair_main_map
rcorsair_state rcorsair_sub_map
rcorsair_state rcorsair_sub_io_map
dgpix_state cpu_map
dgpix_state io_map
pmd85_state pmd85_io_map
pmd85_state mato_io_map
pmd85_state pmd85_mem
pmd85_state pmd852a_mem
pmd85_state pmd853_mem
pmd85_state alfa_mem
pmd85_state mato_mem
pmd85_state c2717_mem
ob68k1a_state ob68k1a_mem
stratos_state stratos_mem
galaxold_state galaxold_map
galaxold_state mooncrst_map
galaxold_state hustlerb3_map
galaxold_state rockclim_map
galaxold_state ckongg_map
galaxold_state ckongmc_map
galaxold_state scramblb_map
galaxold_state scramb2_map
galaxold_state scrambler_map
galaxold_state guttang_map
galaxold_state _4in1_map
galaxold_state bagmanmc_map
galaxold_state dkongjrm_map
galaxold_state dkongjrmc_map
galaxold_state tazzmang
galaxold_state bongo
galaxold_state bongo_io
galaxold_state ozon1_map
galaxold_state ozon1_io_map
galaxold_state hunchbkg
galaxold_state spcwarp
galaxold_state hunchbkg_data
galaxold_state drivfrcg
galaxold_state drivfrcg_io
galaxold_state racknrol
galaxold_state racknrol_io
galaxold_state hexpoola_io
galaxold_state hexpoola_data
galaxold_state bullsdrtg_data_map
apple2e_state apple2e_map
apple2e_state apple2c_map
apple2e_state apple2c_memexp_map
apple2e_state laser128_map
apple2e_state r0000bank_map
apple2e_state r0200bank_map
apple2e_state r0400bank_map
apple2e_state r0800bank_map
apple2e_state r2000bank_map
apple2e_state r4000bank_map
apple2e_state c100bank_map
apple2e_state c300bank_map
apple2e_state c400bank_map
apple2e_state c800bank_map
apple2e_state inhbank_map
apple2e_state lcbank_map
apple2e_state spectred_keyb_map
matmania_state matmania_map
matmania_state maniach_map
matmania_state matmania_sound_map
matmania_state maniach_sound_map
zx_state zx80_map
zx_state zx81_map
zx_state ula_map
zx_state zx80_io_map
zx_state zx81_io_map
zx_state pc8300_io_map
zx_state pow3000_io_map
qs_state qs7_prog_map
zac_proto_state zac_proto_map
kim1_state kim1_map
coleco_state coleco_map
coleco_state coleco_io_map
coleco_state czz50_map
mmodular_state alm16_mem
mmodular_state van16_mem
mmodular_state alm32_mem
mmodular_state van32_mem
mmodular_state gen32_mem
berlinp_state berlinp_mem
comx35_state comx35_mem
comx35_state comx35_io
hvyunit_state master_memory
hvyunit_state master_io
hvyunit_state slave_memory
hvyunit_state slave_io
hvyunit_state sound_memory
hvyunit_state sound_io
hvyunit_state mcu_io
igs_m036_state igs_m036_map
sanremmg_state sanremmg_map
nbmj9195_state sailorws_map
nbmj9195_state mjuraden_map
nbmj9195_state koinomp_map
nbmj9195_state ngpgal_map
nbmj9195_state mscoutm_map
nbmj9195_state mjegolf_map
nbmj9195_state mjuraden_io_map
nbmj9195_state koinomp_io_map
nbmj9195_state patimono_io_map
nbmj9195_state mmehyou_io_map
nbmj9195_state gal10ren_io_map
nbmj9195_state renaiclb_io_map
nbmj9195_state mjlaman_io_map
nbmj9195_state mkeibaou_io_map
nbmj9195_state pachiten_io_map
nbmj9195_state sailorws_io_map
nbmj9195_state sailorwr_io_map
nbmj9195_state psailor1_io_map
nbmj9195_state psailor2_io_map
nbmj9195_state otatidai_io_map
nbmj9195_state yosimoto_io_map
nbmj9195_state yosimotm_io_map
nbmj9195_state jituroku_io_map
nbmj9195_state ngpgal_io_map
nbmj9195_state mjgottsu_io_map
nbmj9195_state cmehyou_io_map
nbmj9195_state mjkoiura_io_map
nbmj9195_state mkoiuraa_io_map
nbmj9195_state mscoutm_io_map
nbmj9195_state imekura_io_map
nbmj9195_state mjegolf_io_map
nbmj9195_state sailorws_sound_map
nbmj9195_state sailorws_sound_io_map
nbmj9195_state shabdama_map
nbmj9195_state shabdama_io_map
ghosteo_state bballoon_map
